time;x;y
6503.451327433628;595.5;432.5
6536.8023598820055;596.5;437.5
6570.153392330383;593.5;444.5
6603.504424778761;594.5;453.5
6636.855457227139;594.5;460.5
6670.206489675516;593.5;467.5
6703.557522123893;597.5;467.5
6736.908554572271;599.5;472.5
6770.259587020649;603.5;471.5
6803.6106194690265;605.5;476.5
6836.961651917404;600.5;480.5
6870.312684365782;602.5;492.5
6903.663716814159;603.5;497.5
6937.0147492625365;610.5;484.5
6970.365781710914;609.5;506.5
7003.716814159292;608.5;503.5
7037.06784660767;610.5;510.5
7070.418879056047;615.5;498.5
7103.769911504424;610.5;508.5
7137.120943952802;622.5;520.5
7170.47197640118;621.5;522.5
7203.8230088495575;625.5;526.5
7237.174041297935;633.5;529.5
7270.525073746313;633.5;529.5
7303.87610619469;638.5;529.5
7337.2271386430675;636.5;541.5
7370.578171091445;651.5;540.5
7403.929203539823;631.5;545.5
7437.280235988201;648.5;552.5
7470.631268436578;649.5;556.5
7503.982300884955;644.5;554.5
7537.333333333333;661.5;562.5
7570.684365781711;656.5;556.5
7604.0353982300885;657.5;561.5
7637.386430678466;673.5;572.5
7670.737463126843;676.5;572.5
7704.088495575221;669.5;568.5
7737.4395280235985;677.5;577.5
7770.790560471976;675.5;584.5
7804.141592920354;689.5;578.5
7837.492625368732;675.5;593.5
7870.843657817109;685.5;592.5
7904.194690265486;682.5;586.5
7937.545722713864;697.5;593.5
7970.896755162242;687.5;592.5
8004.2477876106195;695.5;596.5
8037.598820058997;700.5;596.5
8070.949852507374;706.5;604.5
8104.300884955752;704.5;612.5
8137.65191740413;714.5;603.5
8171.002949852507;719.5;606.5
8204.353982300885;724.5;601.5
8237.705014749263;726.5;612.5
8271.05604719764;725.5;621.5
8304.407079646018;742.5;612.5
8337.758112094394;736.5;618.5
8371.109144542772;737.5;616.5
8404.46017699115;743.5;632.5
8437.811209439527;756.5;618.5
8471.162241887905;752.5;622.5
8504.513274336283;758.5;622.5
8537.86430678466;768.5;624.5
8571.215339233038;768.5;625.5
8604.566371681416;769.5;625.5
8637.917404129794;773.5;640.5
8671.268436578172;767.5;627.5
8704.61946902655;783.5;636.5
8737.970501474925;781.5;628.5
8771.321533923303;791.5;635.5
8804.67256637168;783.5;641.5
8838.023598820058;805.5;635.5
8871.374631268436;813.5;626.5
8904.725663716814;804.5;642.5
8938.076696165192;808.5;641.5
8971.42772861357;819.5;644.5
9004.778761061947;815.5;633.5
9038.129793510325;808.5;639.5
9071.480825958703;828.5;642.5
9104.83185840708;840.5;633.5
9138.182890855456;837.5;639.5
9171.533923303834;833.5;630.5
9204.884955752212;840.5;634.5
9238.23598820059;853.5;647.5
9271.587020648967;858.5;646.5
9304.938053097345;859.5;624.5
9338.289085545723;858.5;638.5
9371.6401179941;870.5;624.5
9404.991150442478;859.5;627.5
9438.342182890856;865.5;629.5
9471.693215339234;871.5;635.5
9505.04424778761;878.5;640.5
9538.395280235987;876.5;626.5
9571.746312684365;885.5;629.5
9605.097345132743;883.5;627.5
9638.44837758112;888.5;635.5
9671.799410029498;887.5;638.5
9705.150442477876;898.5;634.5
9738.501474926254;896.5;633.5
9771.852507374631;903.5;621.5
9805.20353982301;910.5;624.5
9838.554572271387;914.5;620.5
9871.905604719765;916.5;630.5
9905.25663716814;919.5;620.5
9938.607669616518;918.5;616.5
9971.958702064896;926.5;621.5
10005.309734513274;929.5;611.5
10038.660766961651;933.5;611.5
10072.01179941003;947.5;611.5
10105.362831858407;946.5;605.5
10138.713864306785;948.5;603.5
10172.064896755162;957.5;610.5
10205.41592920354;951.5;612.5
10238.766961651918;962.5;602.5
10272.117994100296;964.5;609.5
10305.469026548672;963.5;590.5
10338.82005899705;967.5;599.5
10372.171091445427;982.5;605.5
10405.522123893805;980.5;596.5
10438.873156342182;982.5;593.5
10472.22418879056;989.5;579.5
10505.575221238938;985.5;567.5
10538.926253687316;985.5;569.5
10572.277286135693;988.5;578.5
10605.628318584071;995.5;563.5
10638.979351032449;995.5;563.5
10672.330383480825;1005.5;567.5
10705.681415929203;997.5;562.5
10739.03244837758;999.5;559.5
10772.383480825958;1002.5;551.5
10805.734513274336;999.5;555.5
10839.085545722714;1009.5;547.5
10872.436578171091;1030.5;552.5
10905.787610619469;1003.5;543.5
10939.138643067847;1011.5;537.5
10972.489675516224;1022.5;542.5
11005.840707964602;1029.5;543.5
11039.19174041298;1028.5;526.5
11072.542772861356;1022.5;523.5
11105.893805309734;1027.5;519.5
11139.244837758111;1026.5;517.5
11172.595870206489;1025.5;515.5
11205.946902654867;1037.5;509.5
11239.297935103245;1035.5;503.5
11272.648967551622;1039.5;500.5
11306.0;1039.5;498.5
11339.351032448378;1045.5;505.5
11372.702064896755;1052.5;493.5
11406.053097345133;1047.5;501.5
11439.40412979351;1054.5;482.5
11472.755162241887;1054.5;481.5
11506.106194690265;1060.5;462.5
11539.457227138642;1068.5;463.5
11572.80825958702;1057.5;463.5
11606.159292035398;1065.5;461.5
11639.510324483776;1069.5;461.5
11672.861356932153;1071.5;447.5
11706.212389380531;1076.5;454.5
11739.563421828909;1081.5;447.5
11772.914454277286;1081.5;439.5
11806.265486725664;1080.5;431.5
11839.61651917404;1084.5;424.5
11872.967551622418;1079.5;420.5
11906.318584070796;1084.5;420.5
11939.669616519173;1094.5;425.5
11973.020648967551;1096.5;417.5
12006.371681415929;1101.5;403.5
12039.722713864307;1095.5;403.5
12073.073746312684;1105.5;405.5
12106.424778761062;1109.5;393.5
12139.77581120944;1099.5;393.5
12173.126843657818;1106.5;384.5
12206.477876106195;1106.5;380.5
12239.828908554571;1117.5;389.5
12273.179941002949;1110.5;376.5
12306.530973451327;1119.5;378.5
12339.882005899704;1121.5;369.5
12373.233038348082;1125.5;365.5
12406.58407079646;1118.5;366.5
12439.935103244838;1126.5;364.5
12473.286135693215;1126.5;358.5
12506.637168141593;1130.5;350.5
12539.98820058997;1127.5;353.5
12573.339233038349;1131.5;346.5
12606.690265486724;1122.5;341.5
12640.041297935102;1140.5;332.5
12673.39233038348;1133.5;340.5
12706.743362831858;1134.5;319.5
12740.094395280235;1127.5;323.5
12773.445427728613;1129.5;319.5
12806.79646017699;1141.5;321.5
12840.147492625369;1124.5;310.5
12873.498525073746;1144.5;304.5
12906.849557522124;1137.5;303.5
12940.200589970502;1155.5;304.5
12973.55162241888;1151.5;301.5
13006.902654867255;1142.5;295.5
13040.253687315633;1149.5;279.5
13073.604719764011;1156.5;288.5
13106.955752212389;1153.5;272.5
13140.306784660766;1155.5;269.5
13173.657817109144;1162.5;260.5
13207.008849557522;1166.5;254.5
13240.3598820059;1170.5;259.5
13273.710914454277;1180.5;254.5
13307.061946902655;1180.5;248.5
13340.412979351033;1169.5;249.5
13373.76401179941;1180.5;236.5
13407.115044247786;1189.5;247.5
13440.466076696164;1190.5;228.5
13473.817109144542;1181.5;238.5
13507.16814159292;1212.5;216.5
13540.519174041297;1203.5;213.5
13573.870206489675;1204.5;213.5
13607.221238938053;1210.5;214.5
13640.57227138643;1214.5;210.5
13673.923303834808;1217.5;207.5
13707.274336283186;1214.5;198.5
13740.625368731564;1213.5;198.5
13773.97640117994;1234.5;195.5
13807.327433628318;1237.5;197.5
13840.678466076695;1234.5;186.5
13874.029498525073;1242.5;191.5
13907.38053097345;1249.5;194.5
13940.731563421828;1258.5;180.5
13974.082595870206;1251.5;186.5
14007.433628318584;1261.5;180.5
14040.784660766962;1265.5;177.5
14074.13569321534;1272.5;173.5
14107.486725663717;1277.5;169.5
14140.837758112095;1276.5;177.5
14174.18879056047;1287.5;162.5
14207.539823008849;1295.5;169.5
14240.890855457226;1299.5;158.5
14274.241887905604;1301.5;163.5
14307.592920353982;1306.5;160.5
14340.94395280236;1316.5;164.5
14374.294985250737;1316.5;167.5
14407.646017699115;1308.5;161.5
14440.997050147493;1324.5;156.5
14474.34808259587;1333.5;163.5
14507.699115044248;1336.5;159.5
14541.050147492626;1342.5;168.5
14574.401179941002;1343.5;168.5
14607.75221238938;1359.5;167.5
14641.103244837757;1341.5;167.5
14674.454277286135;1347.5;176.5
14707.805309734513;1355.5;171.5
14741.15634218289;1366.5;173.5
14774.507374631268;1368.5;186.5
14807.858407079646;1378.5;180.5
14841.209439528024;1379.5;181.5
14874.560471976401;1382.5;182.5
14907.91150442478;1374.5;170.5
14941.262536873155;1385.5;181.5
14974.613569321533;1393.5;187.5
15007.96460176991;1404.5;174.5
15041.315634218288;1405.5;201.5
15074.666666666666;1399.5;195.5
15108.017699115044;1420.5;187.5
15141.368731563422;1422.5;204.5
15174.7197640118;1424.5;186.5
15208.070796460177;1431.5;189.5
15241.421828908555;1431.5;207.5
15274.772861356932;1439.5;191.5
15308.12389380531;1437.5;213.5
15341.474926253686;1435.5;200.5
15374.825958702064;1439.5;199.5
15408.176991150442;1441.5;207.5
15441.52802359882;1445.5;219.5
15474.879056047197;1452.5;215.5
15508.230088495575;1448.5;230.5
15541.581120943953;1458.5;227.5
15574.93215339233;1462.5;232.5
15608.283185840708;1468.5;224.5
15641.634218289086;1469.5;227.5
15674.985250737464;1467.5;237.5
15708.33628318584;1474.5;240.5
15741.687315634217;1474.5;240.5
15775.038348082595;1477.5;249.5
15808.389380530973;1481.5;254.5
15841.74041297935;1477.5;256.5
15875.091445427728;1474.5;250.5
15908.442477876106;1486.5;268.5
15941.793510324484;1492.5;264.5
15975.144542772861;1488.5;280.5
16008.495575221239;1498.5;269.5
16041.846607669617;1500.5;283.5
16075.197640117995;1503.5;281.5
16108.54867256637;1510.5;280.5
16141.899705014748;1521.5;293.5
16175.250737463126;1504.5;292.5
16208.601769911504;1519.5;295.5
16241.952802359881;1529.5;293.5
16275.30383480826;1524.5;298.5
16308.654867256637;1528.5;299.5
16342.005899705015;1547.5;307.5
16375.356932153392;1539.5;308.5
16408.70796460177;1548.5;313.5
16442.058997050146;1548.5;322.5
16475.410029498526;1549.5;325.5
16508.7610619469;1552.5;330.5
16542.11209439528;1555.5;330.5
16575.463126843657;1554.5;328.5
16608.814159292036;1575.5;331.5
16642.165191740412;1576.5;340.5
16675.51622418879;1570.5;350.5
16708.867256637168;1573.5;343.5
16742.218289085544;1582.5;338.5
16775.569321533923;1570.5;360.5
16808.9203539823;1586.5;353.5
16842.27138643068;1590.5;354.5
16875.622418879055;1592.5;358.5
16908.973451327434;1602.5;354.5
16942.32448377581;1612.5;352.5
16975.67551622419;1609.5;360.5
17009.026548672566;1614.5;358.5
17042.377581120945;1628.5;358.5
17075.72861356932;1624.5;360.5
17109.079646017697;1631.5;358.5
17142.430678466077;1637.5;360.5
17175.781710914453;1636.5;360.5
17209.132743362832;1642.5;362.5
17242.483775811208;1647.5;357.5
17275.834808259588;1641.5;366.5
17309.185840707964;1641.5;364.5
17342.536873156343;1665.5;361.5
17375.88790560472;1659.5;359.5
17409.2389380531;1648.5;362.5
17442.589970501474;1647.5;366.5
17475.94100294985;1675.5;364.5
17509.29203539823;1659.5;362.5
17542.643067846606;1672.5;369.5
17575.994100294985;1677.5;373.5
17609.34513274336;1686.5;363.5
17642.69616519174;1682.5;366.5
17676.047197640117;1695.5;350.5
17709.398230088496;1689.5;363.5
17742.749262536872;1695.5;367.5
17776.100294985252;1691.5;360.5
17809.451327433628;1718.5;357.5
17842.802359882004;1701.5;373.5
17876.153392330383;1704.5;356.5
17909.50442477876;1718.5;360.5
17942.85545722714;1706.5;369.5
17976.206489675515;1724.5;366.5
18009.557522123894;1729.5;364.5
18042.90855457227;1741.5;366.5
18076.25958702065;1729.5;361.5
18109.610619469026;1743.5;371.5
18142.961651917405;1753.5;351.5
18176.31268436578;1747.5;353.5
18209.66371681416;1766.5;340.5
18243.014749262536;1766.5;360.5
18276.365781710912;1770.5;346.5
18309.716814159292;1773.5;357.5
18343.067846607668;1773.5;346.5
18376.418879056047;1779.5;343.5
18409.769911504423;1782.5;339.5
18443.120943952803;1788.5;336.5
18476.47197640118;1778.5;334.5
18509.82300884956;1782.5;342.5
18543.174041297934;1788.5;336.5
18576.525073746314;1795.5;337.5
18609.87610619469;1796.5;333.5
18643.227138643066;1806.5;320.5
18676.578171091445;1798.5;331.5
18709.92920353982;1799.5;317.5
18743.2802359882;1812.5;323.5
18776.631268436577;1809.5;321.5
18809.982300884956;1820.5;309.5
18843.333333333332;1819.5;307.5
