time;Азимут:;Наклон:;Крен:
1509976317.443;34.782;-53.069;130.796
1509976317.456;43.557;-52.711;133.148
1509976317.475;51.946;-51.599;134.609
1509976317.493;52.195;-51.599;134.609
1509976317.496;54.582;-51.712;135.660
1509976317.516;40.113;-53.315;132.788
1509976317.53;41.107;-53.315;132.788
1509976317.535;23.200;-54.332;128.072
1509976317.556;4.839;-54.136;123.135
1509976317.576;2.762;-53.576;122.578
1509976317.597;22.763;-53.078;127.251
1509976317.608;24.251;-53.078;127.251
1509976317.619;33.421;-54.127;130.499
1509976317.639;32.900;-54.976;131.046
1509976317.658;20.803;-54.371;127.098
1509976317.677;9.877;-53.590;124.125
1509976317.684;10.687;-53.590;124.125
1509976317.698;30.327;-53.458;128.713
1509976317.718;46.788;-52.826;132.914
1509976317.737;49.926;-52.075;132.957
1509976317.758;49.665;-51.947;132.688
1509976317.762;52.039;-51.947;132.688
1509976317.779;46.602;-53.468;133.349
1509976317.798;35.137;-55.409;132.170
1509976317.799;30.220;-55.409;132.170
1509976317.819;30.570;-55.403;132.277
1509976317.839;46.405;-52.717;134.729
1509976317.858;56.602;-53.556;139.992
1509976317.879;48.402;-58.013;142.146
1509976317.88;38.448;-58.013;142.146
1509976317.9;39.543;-66.512;150.300
1509976317.919;39.424;-76.282;157.954
1509976317.937;-22.050;-67.841;115.074
1509976317.954;-30.928;-67.841;115.074
1509976317.961;-61.972;-49.764;114.727
1509976317.98;-107.878;-38.953;131.498
1509976317.993;-69.156;-38.953;131.498
1509976317.997;-3.651;-36.657;151.406
1509976318.02;69.596;-34.351;162.610
1509976318.038;91.016;-30.500;158.492
1509976318.059;119.809;-28.505;155.889
1509976318.069;-37.830;-28.505;155.889
1509976318.079;-54.294;-23.566;156.146
1509976318.099;-59.426;-19.982;160.391
1509976318.119;49.651;-20.211;167.651
1509976318.137;67.630;-19.568;169.286
1509976318.146;27.694;-19.568;169.286
1509976318.158;14.204;-16.747;166.715
1509976318.179;174.851;-11.552;165.838
1509976318.198;110.351;-6.425;-175.139
1509976318.219;108.923;-6.766;-174.435
1509976318.225;92.505;-6.766;-174.435
1509976318.239;108.362;-2.712;-179.033
1509976318.258;119.530;-0.387;179.159
1509976318.26;104.827;-0.387;179.159
1509976318.278;99.755;-1.236;-179.777
1509976318.298;115.143;0.619;176.496
1509976318.319;116.258;1.076;177.015
1509976318.343;113.551;3.199;-177.059
1509976318.344;98.497;3.199;-177.059
1509976318.36;97.343;3.119;-175.545
1509976318.379;92.797;1.867;-174.943
1509976318.399;102.868;5.018;-174.380
1509976318.417;88.638;5.018;-174.380
1509976318.421;77.642;3.219;179.264
1509976318.441;22.006;1.595;171.420
1509976318.459;70.062;1.512;-179.721
1509976318.479;81.873;2.887;-172.595
1509976318.493;85.064;2.887;-172.595
1509976318.499;74.292;0.499;-174.837
1509976318.519;51.897;-3.621;-177.941
1509976318.531;50.733;-3.621;-177.941
1509976318.541;40.302;-8.970;-175.327
1509976318.56;63.942;-8.136;-165.271
1509976318.58;64.669;-8.098;-164.761
1509976318.6;48.915;-6.992;-174.527
1509976318.608;42.235;-6.992;-174.527
1509976318.62;114.665;3.318;-174.415
1509976318.641;112.620;5.002;-169.825
1509976318.66;115.500;5.222;-170.770
1509976318.68;162.231;9.483;-178.115
1509976318.685;179.870;9.483;-178.115
1509976318.7;-170.835;15.043;-179.884
1509976318.721;-176.812;17.913;-178.890
1509976318.741;-151.185;15.157;175.851
1509976318.762;-134.926;13.860;172.265
1509976318.764;-121.480;13.860;172.265
1509976318.782;-122.227;13.147;173.655
1509976318.802;-108.673;9.082;175.441
1509976318.803;-91.149;9.082;175.441
1509976318.822;-71.474;3.974;176.385
1509976318.841;-55.992;-0.476;176.995
1509976318.86;-43.124;-5.262;177.594
1509976318.878;-36.948;-5.262;177.594
1509976318.88;-33.053;-6.123;178.755
1509976318.901;-31.866;-5.521;179.626
1509976318.921;-24.608;-4.743;-177.245
1509976318.943;-23.503;-5.046;-176.997
1509976318.956;-23.358;-5.046;-176.997
1509976318.962;-25.567;-5.896;-178.272
1509976318.983;-26.327;-6.437;-178.853
1509976319.001;-22.721;-4.878;-176.680
1509976319.022;-19.994;-2.835;-174.922
1509976319.031;-19.434;-2.835;-174.922
1509976319.042;-27.569;-1.866;-177.358
1509976319.062;-38.419;0.415;179.970
1509976319.071;-42.658;0.415;179.970
1509976319.081;-36.892;3.440;-175.695
1509976319.101;-35.754;3.631;-175.285
1509976319.123;-46.526;3.308;-178.544
1509976319.142;-39.319;2.469;-177.109
1509976319.146;-40.082;2.469;-177.109
1509976319.161;-36.333;1.005;-177.222
1509976319.182;-27.178;0.037;-175.366
1509976319.202;-13.949;-0.062;-172.338
1509976319.223;-16.295;0.680;-172.631
1509976319.224;-10.638;0.680;-172.631
1509976319.243;-19.484;-0.128;-174.765
1509976319.263;-24.561;-1.409;-176.583
1509976319.283;-26.172;-2.651;-177.644
1509976319.303;-26.485;-2.084;-177.463
1509976319.305;-21.092;-2.084;-177.463
1509976319.322;-21.802;-3.940;-178.384
1509976319.338;-15.416;-3.940;-178.384
1509976319.341;-20.427;-1.377;-178.631
1509976319.362;-32.441;0.204;179.787
1509976319.382;-25.893;-1.434;-179.768
1509976319.409;-8.625;-0.839;-176.385
1509976319.419;-1.302;-0.839;-176.385
1509976319.422;-1.353;0.534;-176.364
1509976319.442;-20.737;2.928;-179.197
1509976319.463;-29.040;3.115;179.464
1509976319.482;-36.176;4.343;178.965
1509976319.492;-25.416;4.343;178.965
1509976319.502;-17.832;4.429;-179.939
1509976319.524;-4.516;0.296;-178.604
1509976319.542;-5.552;-6.818;-179.487
1509976319.563;-6.340;-8.098;-179.875
1509976319.569;9.755;-8.098;-179.875
1509976319.586;7.795;-7.116;179.387
1509976319.602;8.459;-5.146;179.295
1509976319.607;32.638;-5.146;179.295
1509976319.624;33.713;-4.988;179.548
1509976319.644;26.706;-9.358;179.511
1509976319.663;25.946;-12.167;-179.487
1509976319.684;27.503;-10.079;-179.830
1509976319.685;37.447;-10.079;-179.830
1509976319.705;48.689;-5.121;-178.681
1509976319.724;54.533;-2.922;-178.249
1509976319.744;50.995;-2.738;179.712
1509976319.763;44.931;-3.762;178.210
1509976319.764;53.760;-3.762;178.210
1509976319.787;59.147;-1.919;179.005
1509976319.805;66.800;-0.046;-178.284
1509976319.825;73.702;2.540;-177.349
1509976319.838;70.756;2.540;-177.349
1509976319.843;67.015;1.238;-178.856
1509976319.863;60.756;-2.302;-178.386
1509976319.876;58.411;-2.302;-178.386
1509976319.883;59.208;-3.281;-175.949
1509976319.905;60.393;-2.011;-176.580
1509976319.924;58.554;-2.466;-177.974
1509976319.944;55.064;-6.549;-176.052
1509976319.954;58.009;-6.549;-176.052
1509976319.969;56.118;-7.877;-176.965
1509976319.984;56.484;-7.092;-177.455
1509976320.003;56.921;-3.762;178.637
1509976320.024;64.013;-0.299;-176.754
1509976320.034;64.885;-0.299;-176.754
1509976320.045;65.189;0.116;-177.074
1509976320.065;61.290;-1.144;179.044
1509976320.085;59.297;-3.718;-179.508
1509976320.104;61.837;-2.516;-177.722
1509976320.108;61.827;-2.516;-177.722
1509976320.125;63.822;-0.326;-178.574
1509976320.143;63.600;-0.262;-179.072
1509976320.144;66.137;-0.262;-179.072
1509976320.164;62.890;-2.758;-179.339
1509976320.185;62.909;-3.370;-178.210
1509976320.204;65.525;-1.378;-177.727
1509976320.225;65.235;-0.785;-179.480
1509976320.226;63.996;-0.785;-179.480
1509976320.245;61.563;-2.212;179.628
1509976320.264;62.175;-2.629;-178.766
1509976320.285;64.215;-1.203;-178.294
1509976320.3;63.480;-1.203;-178.294
1509976320.305;63.433;-1.327;-178.128
1509976320.351;61.708;-2.333;-178.901
1509976320.352;61.869;-1.770;-179.665
1509976320.365;63.348;-1.328;-178.262
1509976320.378;65.431;-1.328;-178.262
1509976320.384;64.677;-1.915;-178.242
1509976320.405;63.393;-2.153;-179.678
1509976320.414;61.569;-2.153;-179.678
1509976320.425;62.264;-1.958;-179.068
1509976320.448;63.240;-1.382;-178.734
1509976320.469;62.693;-2.037;-178.310
1509976320.486;62.498;-2.466;-177.813
1509976320.494;65.261;-2.466;-177.813
1509976320.505;65.519;-1.627;-179.125
1509976320.525;66.051;-1.149;-179.290
1509976320.547;65.826;-1.764;-178.339
1509976320.571;65.174;-1.997;-178.906
1509976320.572;64.341;-1.997;-178.906
1509976320.588;64.256;-2.083;-178.863
1509976320.606;64.800;-1.943;-178.323
1509976320.626;64.661;-1.711;-179.002
1509976320.647;64.511;-2.001;-178.646
1509976320.648;65.736;-2.001;-178.646
1509976320.671;65.775;-2.094;-178.389
1509976320.685;65.271;-2.094;-178.389
1509976320.688;65.585;-1.625;-178.870
1509976320.707;65.988;-1.384;-178.747
1509976320.729;65.346;-1.754;-178.974
1509976320.746;65.052;-2.121;-178.674
1509976320.763;62.672;-2.121;-178.674
1509976320.768;63.057;-2.068;-178.212
1509976320.789;62.983;-1.819;-178.785
1509976320.809;62.590;-1.999;-179.013
1509976320.828;62.783;-2.042;-178.659
1509976320.838;65.815;-2.042;-178.659
1509976320.846;66.293;-1.667;-178.706
1509976320.866;66.319;-1.667;-178.666
1509976320.889;65.884;-1.945;-178.755
1509976320.907;66.003;-1.806;-178.866
1509976320.915;64.430;-1.806;-178.866
1509976320.927;64.785;-1.725;-178.487
1509976320.948;64.574;-1.914;-178.433
1509976320.953;64.688;-1.914;-178.433
1509976320.967;64.132;-2.027;-179.027
1509976320.988;64.559;-1.820;-178.811
1509976321.008;64.764;-1.682;-178.787
1509976321.028;64.561;-1.832;-178.786
1509976321.033;64.436;-1.832;-178.786
1509976321.048;64.492;-1.995;-178.379
1509976321.067;64.628;-1.819;-178.528
1509976321.088;64.676;-1.643;-178.813
1509976321.109;64.519;-1.859;-178.610
1509976321.11;66.268;-1.859;-178.610
1509976321.129;66.014;-1.997;-178.716
1509976321.148;66.086;-1.875;-178.866
1509976321.169;66.259;-1.848;-178.648
1509976321.184;65.204;-1.848;-178.648
1509976321.187;64.919;-1.942;-178.893
1509976321.209;65.088;-1.955;-178.609
1509976321.224;65.146;-1.955;-178.609
1509976321.228;65.383;-1.892;-178.374
1509976321.25;65.367;-1.738;-178.717
1509976321.269;65.410;-1.679;-178.775
1509976321.289;65.353;-1.708;-178.800
1509976321.299;63.710;-1.708;-178.800
1509976321.308;63.542;-1.834;-178.811
1509976321.328;63.490;-1.996;-178.581
1509976321.349;63.550;-1.897;-178.679
1509976321.37;63.541;-1.793;-178.893
1509976321.377;65.520;-1.793;-178.893
1509976321.391;65.587;-1.918;-178.524
1509976321.409;65.610;-1.834;-178.662
1509976321.429;65.723;-1.670;-178.826
1509976321.448;65.689;-1.793;-178.622
1509976321.452;64.704;-1.793;-178.622
1509976321.469;64.732;-1.738;-178.690
1509976321.49;64.560;-1.872;-178.677
1509976321.491;65.981;-1.872;-178.677
1509976321.512;65.951;-1.929;-178.608
1509976321.53;65.709;-2.021;-178.813
1509976321.55;65.900;-1.931;-178.688
1509976321.571;66.011;-1.780;-178.825
1509976321.574;63.722;-1.780;-178.825
1509976321.591;63.695;-1.779;-178.866
1509976321.608;63.761;-1.848;-178.635
1509976321.63;63.904;-1.710;-178.691
1509976321.645;65.012;-1.710;-178.691
1509976321.65;64.941;-1.764;-178.691
1509976321.67;64.728;-1.967;-178.610
1509976321.69;64.689;-1.903;-178.797
1509976321.711;64.753;-1.834;-178.839
1509976321.723;67.285;-1.834;-178.839
1509976321.729;67.269;-1.877;-178.769
1509976321.75;67.386;-1.751;-178.853
1509976321.761;66.342;-1.751;-178.853
1509976321.772;66.443;-1.736;-178.719
1509976321.79;66.389;-1.847;-178.568
1509976321.811;66.327;-1.901;-178.555
1509976321.83;66.373;-1.777;-178.745
1509976321.839;66.033;-1.777;-178.745
1509976321.85;66.057;-1.791;-178.677
1509976321.871;65.952;-1.846;-178.731
1509976321.89;65.941;-1.848;-178.743
1509976321.91;65.996;-1.806;-178.744
1509976321.915;65.245;-1.806;-178.744
1509976321.931;65.135;-1.901;-178.717
1509976321.951;65.277;-1.874;-178.554
1509976321.972;65.397;-1.766;-178.595
1509976321.99;65.226;-1.834;-178.716
1509976321.991;63.416;-1.834;-178.716
1509976322.01;63.433;-1.806;-178.744
1509976322.03;63.434;-1.776;-178.800
1509976322.031;65.997;-1.776;-178.800
1509976322.051;65.924;-1.845;-178.773
1509976322.07;65.898;-1.917;-178.661
1509976322.092;65.932;-1.904;-178.633
1509976322.107;64.366;-1.904;-178.633
1509976322.112;64.412;-1.834;-178.703
1509976322.131;64.403;-1.833;-178.717
1509976322.15;64.386;-1.832;-178.745
1509976322.17;64.457;-1.793;-178.717
1509976322.185;64.353;-1.793;-178.717
1509976322.19;64.406;-1.767;-178.689
1509976322.213;64.289;-1.862;-178.675
1509976322.223;64.691;-1.862;-178.675
1509976322.232;64.545;-1.981;-178.664
1509976322.254;64.681;-1.864;-178.688
1509976322.272;64.768;-1.811;-178.659
1509976322.292;64.624;-1.858;-178.786
1509976322.303;64.430;-1.858;-178.786
1509976322.311;64.458;-1.857;-178.746
1509976322.331;64.605;-1.780;-178.676
1509976322.351;64.547;-1.816;-178.692
1509976322.372;64.572;-1.805;-178.677
1509976322.376;65.270;-1.805;-178.677
1509976322.393;65.260;-1.818;-178.664
1509976322.412;65.221;-1.861;-178.635
1509976322.433;65.227;-1.838;-178.673
1509976322.452;65.232;-1.794;-178.757
1509976322.453;65.570;-1.794;-178.757
1509976322.472;65.453;-1.847;-178.825
1509976322.493;65.425;-1.899;-178.759
1509976322.495;64.580;-1.899;-178.759
1509976322.512;64.644;-1.859;-178.745
1509976322.533;64.658;-1.851;-178.741
1509976322.553;64.651;-1.929;-178.594
1509976322.568;64.855;-1.929;-178.594
1509976322.571;64.937;-1.819;-178.690
1509976322.593;64.795;-1.887;-178.771
1509976322.613;64.787;-1.913;-178.731
1509976322.633;64.900;-1.835;-178.716
1509976322.645;64.699;-1.835;-178.716
1509976322.653;64.600;-1.875;-178.784
1509976322.674;64.625;-1.918;-178.660
1509976322.693;64.583;-1.928;-178.703
1509976322.713;64.819;-1.766;-178.676
1509976322.722;63.748;-1.766;-178.676
1509976322.732;63.738;-1.751;-178.717
1509976322.753;63.618;-1.833;-178.730
1509976322.761;65.417;-1.833;-178.730
1509976322.776;65.429;-1.805;-178.772
1509976322.794;65.415;-1.861;-178.676
1509976322.813;65.300;-1.920;-178.727
1509976322.833;65.416;-1.834;-178.730
1509976322.837;64.849;-1.834;-178.730
1509976322.853;64.801;-1.877;-178.715
1509976322.873;64.711;-1.944;-178.716
1509976322.895;64.800;-1.878;-178.714
1509976322.916;64.943;-1.777;-178.705
1509976322.917;63.831;-1.777;-178.705
1509976322.935;63.713;-1.844;-178.746
1509976322.954;63.683;-1.903;-178.675
1509976322.975;63.728;-1.863;-178.688
1509976322.993;66.258;-1.863;-178.688
1509976322.994;66.258;-1.875;-178.662
1509976323.013;66.223;-1.863;-178.742
1509976323.031;64.263;-1.863;-178.742
1509976323.032;64.361;-1.820;-178.676
1509976323.054;64.380;-1.791;-178.705
1509976323.075;64.293;-1.873;-178.677
1509976323.094;64.363;-1.818;-178.677
1509976323.106;63.155;-1.818;-178.677
1509976323.113;63.147;-1.832;-178.664
1509976323.134;63.030;-1.917;-178.674
1509976323.155;63.114;-1.837;-178.701
1509976323.174;63.109;-1.832;-178.718
1509976323.184;63.209;-1.832;-178.718
1509976323.198;63.281;-1.778;-178.718
1509976323.216;63.142;-1.876;-178.729
1509976323.234;63.216;-1.850;-178.674
1509976323.255;63.199;-1.833;-178.731
1509976323.262;64.812;-1.833;-178.731
1509976323.275;64.822;-1.831;-178.718
1509976323.298;64.761;-1.873;-178.731
1509976323.299;64.294;-1.873;-178.731
1509976323.315;64.364;-1.792;-178.785
1509976323.335;64.363;-1.821;-178.730
1509976323.355;64.348;-1.845;-178.705
1509976323.375;64.358;-1.830;-178.719
1509976323.376;64.448;-1.830;-178.719
1509976323.395;64.427;-1.861;-178.689
1509976323.442;64.419;-1.846;-178.731
1509976323.443;64.285;-1.941;-178.745
1509976323.453;65.895;-1.941;-178.745
1509976323.454;66.015;-1.875;-178.689
1509976323.474;66.147;-1.781;-178.675
1509976323.494;66.044;-1.821;-178.757
1509976323.515;65.960;-1.905;-178.714
1509976323.532;64.767;-1.905;-178.714
1509976323.535;64.870;-1.821;-178.730
1509976323.556;64.941;-1.809;-178.647
1509976323.569;64.274;-1.809;-178.647
1509976323.575;64.143;-1.889;-178.689
1509976323.595;64.170;-1.889;-178.648
1509976323.615;64.233;-1.819;-178.691
1509976323.636;64.222;-1.807;-178.730
1509976323.646;63.715;-1.807;-178.730
1509976323.658;63.771;-1.805;-178.650
1509976323.676;63.636;-1.860;-178.744
1509976323.695;63.654;-1.860;-178.717
1509976323.717;63.719;-1.816;-178.706
1509976323.723;64.647;-1.816;-178.706
1509976323.737;64.571;-1.889;-178.675
1509976323.758;64.669;-1.782;-178.742
1509976323.775;64.608;-1.821;-178.757
1509976323.795;64.636;-1.792;-178.772
1509976323.798;63.149;-1.792;-178.772
1509976323.816;63.067;-1.859;-178.759
1509976323.836;63.094;-1.847;-178.744
1509976323.837;65.045;-1.847;-178.744
1509976323.856;65.098;-1.847;-178.663
1509976323.877;65.090;-1.846;-178.677
1509976323.897;65.037;-1.873;-178.704
1509976323.917;64.038;-1.873;-178.704
1509976323.918;64.115;-1.820;-178.690
1509976323.936;64.158;-1.766;-178.730
1509976323.956;64.072;-1.847;-178.704
1509976323.977;64.088;-1.820;-178.730
1509976323.994;65.596;-1.820;-178.730
1509976323.998;65.504;-1.891;-178.728
1509976324.018;65.655;-1.796;-178.687
1509976324.037;65.586;-1.834;-178.716
1509976324.059;65.614;-1.819;-178.704
1509976324.067;65.642;-1.819;-178.704
1509976324.078;65.548;-1.859;-178.772
1509976324.099;65.522;-1.886;-178.758
1509976324.11;64.408;-1.886;-178.758
1509976324.116;64.474;-1.851;-178.728
1509976324.137;64.458;-1.862;-178.729
1509976324.158;64.557;-1.819;-178.663
1509976324.179;64.505;-1.832;-178.718
1509976324.183;63.957;-1.832;-178.718
1509976324.2;63.927;-1.820;-178.784
1509976324.218;63.964;-1.807;-178.757
1509976324.238;63.923;-1.884;-178.665
1509976324.258;64.021;-1.776;-178.733
1509976324.26;64.379;-1.776;-178.733
1509976324.278;64.392;-1.796;-178.674
1509976324.298;64.366;-1.822;-178.661
1509976324.318;64.286;-1.832;-178.759
1509976324.338;64.222;-1.901;-178.717
1509976324.339;64.576;-1.901;-178.717
1509976324.36;64.622;-1.857;-178.733
1509976324.377;66.062;-1.857;-178.733
1509976324.38;66.192;-1.753;-178.743
1509976324.399;66.171;-1.807;-178.662
1509976324.419;66.117;-1.849;-178.661
1509976324.44;66.152;-1.764;-178.786
1509976324.455;64.228;-1.764;-178.786
1509976324.46;64.212;-1.789;-178.760
1509976324.48;64.233;-1.782;-178.742
1509976324.5;64.138;-1.859;-178.732
1509976324.52;64.145;-1.889;-178.661
1509976324.529;62.492;-1.889;-178.661
1509976324.539;62.396;-1.912;-178.760
1509976324.559;62.505;-1.849;-178.716
1509976324.579;62.522;-1.851;-178.687
1509976324.598;62.569;-1.819;-178.677
1509976324.606;67.280;-1.819;-178.677
1509976324.619;67.236;-1.836;-178.715
1509976324.641;67.340;-1.739;-178.758
1509976324.644;63.379;-1.739;-178.758
1509976324.66;63.333;-1.767;-178.770
1509976324.679;63.338;-1.806;-178.690
1509976324.7;63.243;-1.899;-178.651
1509976324.719;63.357;-1.791;-178.691
1509976324.723;65.433;-1.791;-178.691
1509976324.739;65.396;-1.821;-178.689
1509976324.759;65.321;-1.859;-178.731
1509976324.781;65.458;-1.779;-178.677
1509976324.799;65.391;-1.792;-178.758
1509976324.801;63.760;-1.792;-178.758
1509976324.821;63.814;-1.777;-178.705
1509976324.84;63.744;-1.819;-178.731
1509976324.859;63.690;-1.834;-178.785
1509976324.875;62.852;-1.834;-178.785
1509976324.879;62.910;-1.832;-178.705
1509976324.899;62.792;-1.917;-178.716
1509976324.913;63.563;-1.917;-178.716
1509976324.92;63.515;-1.890;-178.837
1509976324.939;63.628;-1.843;-178.760
1509976324.96;63.675;-1.794;-178.784
1509976324.98;63.662;-1.846;-178.704
1509976324.991;62.162;-1.846;-178.704
1509976325.004;62.136;-1.859;-178.718
1509976325.021;61.599;-2.075;-179.095
1509976325.039;57.385;-5.140;-179.752
1509976325.061;56.191;-6.399;-179.474
1509976325.069;57.165;-6.399;-179.474
1509976325.08;57.409;-6.422;-179.149
1509976325.102;57.466;-6.602;-178.836
1509976325.121;58.545;-6.244;-177.986
1509976325.142;59.421;-5.875;-177.373
1509976325.145;64.929;-5.875;-177.373
1509976325.16;64.919;-5.577;-177.920
1509976325.18;60.445;-9.299;-179.039
1509976325.182;68.376;-9.299;-179.039
1509976325.201;70.592;-6.516;179.603
1509976325.223;71.949;-5.119;179.153
1509976325.243;72.997;-4.169;179.031
1509976325.262;74.580;-3.614;-178.556
1509976325.264;78.889;-3.614;-178.556
1509976325.283;81.334;-1.440;-177.987
1509976325.305;78.500;-4.044;-178.323
1509976325.321;78.781;-3.488;-179.447
1509976325.337;78.540;-3.488;-179.447
1509976325.341;77.757;-5.239;-176.168
1509976325.362;77.108;-5.702;-176.915
1509976325.382;76.480;-5.886;-178.323
1509976325.404;77.339;-5.276;-177.463
1509976325.417;76.816;-5.276;-177.463
1509976325.421;77.288;-5.158;-176.119
1509976325.442;77.585;-4.573;-176.801
1509976325.452;78.505;-4.573;-176.801
1509976325.461;77.909;-5.188;-177.111
1509976325.482;77.053;-5.833;-178.193
1509976325.503;76.717;-5.602;-179.963
1509976325.525;75.012;-6.284;176.986
1509976325.53;76.884;-6.284;176.986
1509976325.541;76.743;-6.885;178.319
1509976325.562;80.960;-3.247;-179.156
1509976325.582;80.324;-3.713;179.970
1509976325.602;76.393;-8.856;-177.574
1509976325.605;78.192;-8.856;-177.574
1509976325.622;79.372;-7.805;-176.539
1509976325.642;79.722;-6.518;-179.204
1509976325.662;82.815;-3.326;-178.104
1509976325.683;81.466;-5.066;-177.260
1509976325.685;80.440;-5.066;-177.260
1509976325.703;77.770;-7.631;-179.059
1509976325.723;81.029;-3.516;179.130
1509976325.724;81.699;-3.516;179.130
1509976325.742;84.092;-1.277;-178.988
1509976325.763;81.416;-5.037;-175.745
1509976325.784;79.974;-6.038;-178.380
1509976325.799;80.673;-6.038;-178.380
1509976325.803;84.569;-1.277;177.248
1509976325.823;82.613;-4.023;-177.868
1509976325.844;80.184;-7.097;-176.697
1509976325.864;79.335;-7.076;-179.753
1509976325.874;78.342;-7.076;-179.753
1509976325.885;82.108;-3.348;-177.883
1509976325.904;82.820;-2.381;-178.776
1509976325.924;76.836;-8.984;-179.209
1509976325.944;77.844;-7.524;179.954
1509976325.952;75.826;-7.524;179.954
1509976325.969;81.314;-1.508;-179.791
1509976325.984;79.170;-4.735;-176.630
1509976325.991;80.482;-4.735;-176.630
1509976326.004;79.312;-6.607;-175.466
1509976326.025;80.618;-3.650;179.706
1509976326.044;82.099;-1.756;178.149
1509976326.064;78.486;-7.017;-177.359
1509976326.067;78.083;-7.017;-177.359
1509976326.084;77.868;-7.285;-177.360
1509976326.104;76.788;-7.237;179.106
1509976326.124;79.317;-4.366;178.676
1509976326.144;78.499;-6.438;-177.553
1509976326.145;78.525;-6.438;-177.553
1509976326.165;81.602;-2.913;-176.764
1509976326.185;82.276;-1.602;-179.631
1509976326.186;82.247;-1.602;-179.631
1509976326.205;79.101;-5.000;-179.779
1509976326.225;81.200;-2.963;-178.550
1509976326.247;79.567;-4.401;179.901
1509976326.26;78.389;-4.401;179.901
1509976326.266;76.954;-6.106;-179.842
1509976326.286;79.162;-3.477;179.648
1509976326.305;78.187;-5.392;-177.636
1509976326.325;77.848;-5.738;-177.841
1509976326.337;77.934;-5.738;-177.841
1509976326.345;79.112;-3.647;-179.925
1509976326.368;76.626;-6.899;-179.227
1509976326.385;77.096;-6.664;-178.278
1509976326.406;75.894;-8.377;-177.940
1509976326.416;75.496;-8.377;-177.940
1509976326.427;79.369;-3.218;-178.717
1509976326.444;76.347;-6.839;-179.010
1509976326.451;76.108;-6.839;-179.010
1509976326.465;75.813;-6.792;179.954
1509976326.485;79.225;-3.126;-178.663
1509976326.539;78.340;-5.070;-175.870
1509976326.54;80.093;-2.285;-177.736
1509976326.541;79.678;-2.285;-177.736
1509976326.545;75.760;-5.851;177.632
1509976326.564;75.688;-6.213;178.351
1509976326.585;77.446;-4.796;-179.368
1509976326.605;79.436;-2.619;-177.714
1509976326.607;79.824;-2.619;-177.714
1509976326.628;78.358;-4.843;-177.077
1509976326.644;77.942;-4.228;179.211
1509976326.665;76.400;-5.858;178.372
1509976326.683;76.037;-5.858;178.372
1509976326.685;76.170;-6.532;-179.451
1509976326.705;75.562;-8.902;-176.251
1509976326.721;74.100;-8.902;-176.251
1509976326.727;73.991;-8.731;-176.912
1509976326.746;73.912;-9.458;-175.926
1509976326.766;73.685;-9.051;-177.341
1509976326.787;74.798;-5.633;179.583
1509976326.8;75.230;-5.633;179.583
1509976326.81;75.818;-5.162;-179.101
1509976326.826;76.920;-3.876;-177.196
1509976326.846;75.961;-5.835;-176.909
1509976326.866;75.705;-4.700;179.259
1509976326.877;74.858;-4.700;179.259
1509976326.886;75.234;-4.308;179.875
1509976326.91;74.521;-6.694;-177.661
1509976326.927;76.108;-4.115;-176.522
1509976326.946;75.592;-4.779;-177.351
1509976326.952;76.797;-4.779;-177.351
1509976326.968;75.787;-6.471;-177.789
1509976326.987;76.461;-4.218;179.585
1509976326.991;75.755;-4.218;179.585
1509976327.009;75.406;-4.510;178.800
1509976327.028;75.688;-4.981;-178.792
1509976327.048;75.637;-5.962;-176.784
1509976327.069;76.810;-2.733;-179.412
1509976327.07;78.532;-2.733;-179.412
1509976327.088;75.859;-8.738;-177.040
1509976327.11;76.524;-6.647;-178.608
1509976327.128;76.979;-5.200;179.901
1509976327.145;77.013;-5.200;179.901
1509976327.147;75.975;-7.627;-178.831
1509976327.168;77.655;-5.460;-176.432
1509976327.189;77.893;-3.786;-179.796
1509976327.209;76.716;-5.866;-179.736
1509976327.225;76.316;-5.866;-179.736
1509976327.227;76.574;-6.220;-177.818
1509976327.247;77.469;-4.340;-178.232
1509976327.259;78.266;-4.340;-178.232
1509976327.268;77.319;-6.373;-177.689
1509976327.287;78.022;-5.125;-177.370
1509976327.308;78.148;-4.890;-177.336
1509976327.329;78.125;-3.831;179.504
1509976327.342;78.260;-3.831;179.504
1509976327.348;77.233;-5.668;179.566
1509976327.369;76.972;-7.007;-178.471
1509976327.39;78.903;-2.745;179.616
1509976327.409;77.929;-4.951;-179.002
1509976327.414;77.997;-4.951;-179.002
1509976327.429;76.710;-7.573;-178.553
1509976327.449;77.817;-4.692;179.401
1509976327.468;78.867;-3.137;-179.752
1509976327.489;78.191;-5.524;-176.551
1509976327.49;77.781;-5.524;-176.551
1509976327.511;77.492;-5.997;-176.806
1509976327.531;76.127;-6.865;179.401
1509976327.533;77.116;-6.865;179.401
1509976327.549;76.391;-7.472;177.988
1509976327.569;77.953;-6.299;-178.376
1509976327.59;78.042;-5.783;-179.237
1509976327.607;79.370;-5.783;-179.237
1509976327.61;80.929;-2.642;179.386
1509976327.632;78.575;-8.317;-176.919
1509976327.65;80.421;-4.350;-177.693
1509976327.669;79.406;-5.993;-178.505
1509976327.682;79.723;-5.993;-178.505
1509976327.688;78.164;-9.420;-177.601
1509976327.708;79.784;-5.760;-178.830
1509976327.729;79.068;-6.753;-179.641
1509976327.751;79.518;-5.946;-179.637
1509976327.759;80.002;-5.946;-179.637
1509976327.77;80.939;-3.716;178.424
1509976327.789;79.898;-5.728;179.232
